,features,difficulty,comment,quality
4304,"I had heard this teacher sucked before ever started, but figured could get through it anyways. While ended up doing ok in the class, NOTHING to do with him. went every lecture first two exams and got bad scores even after paying attention taking notes. finally so mad for wasting my time that started reading",2,😖awful,2.0
4305,"The class uses a perfectly good textbook to which professor Pomery added his comments after each chapter. You are tested over these commentaries, repetitive and only serve explain why Mr. thinks the is wrong. Lecture time was wasted by defending commentary material (so save your skip lectures).",1,😖awful,1.0
4306,"If you read the material, will get an A in this class. The Commentary (Pomery's opinions) are ****, but that's just part of it. Stay on top reading, study more than 1 day before test and use all supplementary help Coursecompass.com website do fine course.",2,😖awful,2.0
4307,"DO NOT TAKE THIS COURSE!!!SERIOUSLY, I cant understand what he's talking about in class. bought a new book at first, and sell it to the bookstore. was trying friend who is taking this course semester, but he said gonna costs him 161 bucks just buy access code for HW. SO has pack of 171!",1,😖awful,1.0
4308,"horrible speaker, not clear.",2,😖awful,2.0
4309,"If there was one reason why Purdue University sucks, it is solely because of this guy right here. you're lucky enough to read these comments before you sign up for class, then god bless you.",1,😖awful,1.0
4310,For your own sake never take this course with him. There is a reason only 10 out 150 students attend his lecture by the middle of semester. He useless and boring. some he makes you read commentary(which no sense rips on textbook) tests it. You have been warned,2,😖awful,2.0
4311,EVERYBODY please.. don't get tricked this good comments below. They are people who paid money. If you definitely want to be successful student DO NOT TAKE HIM TRUST ME. He keeps on deleting my comment.,1,😖awful,1.0
4312,Terribad..,2,😖awful,2.0
4313,"I think it was 368 about 10 years ago. Sad to see all of the negative comments here, but I'm not shocked he would have a difficult time with some classes. He pretty much deprogrammed me from being 100% analytical (at age 27), and although heavily resisted it, changed my life continues positively affect this day.",1,😖awful,1.0
4314,"Good professor, a little harder than other econ professors though, but not by too much. the class message board is clogged with complainers, and one of them convinced all ppl below me to bad mouth him. hws are right out book, ur given ample time, study materials abundant, material hard. no excuse get an A",1,😖awful,1.0
4315,"Update on attendance: 15 out of 198, even with the next exam being week.",2,😎awesome,2.0
4316,"The worst teacher I have ever had. Its not that his material is difficult, it just ridiculous. We are given 50 question quizzes online as HW assignments. However, if you get more than 10 wrong, do full credit. can't even see which ones we got wrong. Terrible. Take Summer Course!!!",1,😎awesome,1.0
4317,"Very self-involved with her on book. Would refer to herself as Jill P. May. I lucked out and didn't have my TA. A obviously bright woman, but not a great professor.",1,😖awful,1.0
4318,"You must realize this is a 300 level class in college at Purdue University! Advisers recommend you taking it early on because dont get graded very hard grammar after start block classes. Yes Jill and expects lot out of you. Read,take notes,and ask questions! She nice trust me if try can good grade.",2,😖awful,2.0
4319,"This class will make your life miserable. It could be a great topic to learn about but she you hate children's literature. You are required write research paper, and the teachers not allowed help leaving clueless if you've never written an 8 page paper before. I may retaking it, have 3.7 GPA",2,😎awesome,2.0
4320,"Her instructions for writing assignments are very unclear. She expects a lot out of students, especially it being required course undergraduates.",2,😎awesome,2.0
4321,Professor May is fair and helpful if you try. She expects to do a lot of work so expect her class be easy will disappointed. But it college just because relates children doesn't mean we are children.,1,😖awful,2.0
4322,CAN'T STAND THIS WOMAN,2,😖awful,2.0
4323,NOT A GOOD TEACHER!!!!!!!!!!!!!,1,😖awful,1.0
4324,"What I hated about 311 was: if your work wasn't perfect, you wouldn't get a good/fairly okay grade. Very unfair, feel like May is know-it-all with fake attitude. cried one to many times over this course..I guess it helped me develop thicker skin?Overall, did not class which shame because thought would be interesting",2,😖awful,2.0
4325,"Even though this class is for education majors to increase our understanding of children's literature use it in the classroom, Jill May expects us be expert writers and grades extremely hard. if you meet with her she helps your paper expect get a D. Hope different TA even can't change TA's",2,😎awesome,2.0
4326,"Jill May grades papers very unfairly. She is difficult and when explaining assignments, she makes little sense. She's extremely unhelpful. I took this course as a freshman with an 18 hour load it killed me. Hope retires before you have to take it, however if TA for your recitation, will be easier you.",2,😎awesome,2.0
4327,I enjoyed this class even though it was hard. spent many hours working on papers that were graded rather harsh. This is a 300 level course but academic advisors push for students to take their 1st or 2nd year. think consider hard because they aren't ready of class. My recommendations would be later,1,😖awful,1.0
4328,horribly condesending,2,😖awful,2.0
4329,This class kicked my ass. It is the hardest I have ever taken at Purdue. Jill demands a lot. She doesn't give you precise directions for papers because she want them to be formulaic which allows create more interesting and thesises. very challenging but teaches than children's lit.,1,😖awful,1.0
4330,"She demands a lot of her students--Unfortunately, El-Ed majors learn to accept low expectations for themselves. Such students do not appreciate the academic integrity that she brings field.",2,😖awful,2.0
